prop_id,situs_num,situs_street,title_owner_name,property_use_cd,property_use_description,zoning,zoning_description,market_land_val,market_improvement_val,market,appraised_val_total,taxable_val_total,yr_blt,sqft_la,imprv_type,legal_description,tax_payer_name,tax_payer_city,tax_payer_state
155194,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 34-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155195,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 35-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155196,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 36-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155197,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 37-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155198,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 38-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155199,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 39-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155200,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 40-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155201,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 41-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155202,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 42-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155203,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 43-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155204,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 44-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155205,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 45-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155206,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 46-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155207,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 47-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155208,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 48-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155209,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 49-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155210,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 50-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155211,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 51-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155212,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 52-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155213,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 53-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155214,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 54-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155215,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 55-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155216,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 56-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155217,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 57-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155218,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 58-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155219,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 59-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155220,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 60-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155221,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 61-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155222,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 62-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155223,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2569,15377,17946,17946,17946,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 63-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155224,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 64-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155225,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 65-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155226,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 66-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155227,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 67-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155228,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 68-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155229,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1730,6458,8188,8188,8188,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 69-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155230,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,1920,8563,10483,10483,10483,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK N  UNIT 70-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155232,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,12070,14449,14449,14449,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 2-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155233,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 3-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155234,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 4-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155235,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 5-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155236,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 6-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155237,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 7-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155238,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 8-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155239,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 9-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155240,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 10-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155241,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 11-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155242,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 12-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155243,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 13-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155244,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 14-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155245,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 15-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155246,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 16-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155247,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 17-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155248,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 18-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155249,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 19-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155250,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 20-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155251,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 21-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155252,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 22-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155253,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 23-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155254,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 24-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155255,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 25-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155256,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 26-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155257,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 27-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155258,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 28-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155259,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 29-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155260,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 30-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155261,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 31-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155262,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 32-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155263,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 33-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155264,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 34-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155265,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 35-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155266,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 36-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155267,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 37-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155268,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 38-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155269,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 39-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155270,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 40-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155271,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 41-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155272,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 42-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155273,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 43-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155274,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 44-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155275,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 45-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
155276,,,POINT ROBERTS RESORT LP,5020,MARINE CONDO,RC    ,RESORT COMM    ,2379,10763,13142,13142,13142,0,0,COMM ,POINT ROBERTS YACHT BASIN PHASE I CONDOMINIUM-DOCK O  UNIT 46-TOG WI UNDIV INT DESC AF 1372741  ,POINT ROBERTS RESORT LP,PT ROBERTS,WA
